adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/tjOYNmVEO98WoK8SGhUq5aw8qTh.jpg,"[16, 12, 35, 10751]",1389038,en,Mickey and the Very Many Christmases,Mickey makes a magical wish that every day could be Christmas — but winds up having second thoughts when his wish actually comes true!,258.499,/j8HNzRSIsiiCfSzsU1FU8U60VAd.jpg,2024-12-01,Mickey and the Very Many Christmases,False,6.0,8
False,/5czIa6TUyMrtldHGXVZNEjnjbjC.jpg,"[27, 9648, 18]",1155095,en,The Moor,Claire is approached by the father of her murdered childhood friend to help investigate the haunted moor he believes is his son's final resting place.,302.536,/5l3MJjjCWl8GXXNWC7rCMmaB71g.jpg,2024-06-14,The Moor,False,5.2,26
False,/3m0j3hCS8kMAaP9El6Vy5Lqnyft.jpg,"[878, 27, 53]",1125510,es,El hoyo 2,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",315.138,/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg,2024-09-27,The Platform 2,False,5.6,986
False,/jhk6D8pim3yaByu1801kMoxXFaX.jpg,"[28, 18, 12]",98,en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",282.548,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,Gladiator,False,8.217,19069
False,/86vpf0kTFk0epGRJpyemNNQbWmS.jpg,[27],1016848,en,The Front Room,"Everything goes to hell for newly-pregnant Belinda after her mother-in-law moves in. As the diabolical guest tries to get her claws on the child, Belinda must draw the line somewhere.",302.175,/zjkU6mZH9dMbQK2B622MlsRT8uw.jpg,2024-09-05,The Front Room,False,5.3,51
False,/diFNHa3SXaGSSFovGatNWxLz2tn.jpg,"[28, 878, 35, 10751]",454626,en,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",304.66,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,2020-02-12,Sonic the Hedgehog,False,7.3,9612
False,/an8OJ9L1TkNB5pLkzbyf0LNfoXz.jpg,"[10770, 53, 16, 80, 18, 14]",68555,ja,デスノート：リライト2 Lを継ぐ者,"After the events of the first movie, Yagami Light faces two new adversaries as he is trying to create a perfect world without crime or criminals. This movie continues the first TV special and is a summary of the last 12 episodes of the TV anime.",290.119,/tgdsW1yCVbyG2E3eORz0HdAvnmR.jpg,2009-10-07,Death Note Relight 2: L's Successors,False,7.4,149
False,/6VoxDupaW2VXfLtJyeOoGCgXSjD.jpg,"[28, 53]",1116490,en,Cash Out,"Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",309.405,/v3youHDLigrtIis1NqTjlY8Sk38.jpg,2024-04-26,Cash Out,False,6.312,154
False,/hlfu6g0h0D65SjkVhQBU20zePTl.jpg,"[28, 12, 14, 16]",1357633,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",303.941,/dblIFen0bNZAq8icJXHwrjfymDW.jpg,2024-11-26,Solo Leveling -ReAwakening-,False,7.2,41
False,/hctfNoMpQGfn3VXdBYb9p0P5bT5.jpg,[18],1097549,en,Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,295.351,/A8HbTd0FemZyFCh5qvJFpHGiwF8.jpg,2024-12-25,Babygirl,False,5.6,27
False,/nxxCPRGTzxUH8SFMrIsvMmdxHti.jpg,"[35, 14, 10751]",639720,en,IF,"After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.",342.08,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,2024-05-08,IF,False,7.2,1158
False,/xPVhaMMUZq1yclf4kCEYwJ1Cqr6.jpg,"[27, 53]",1100856,ru,Заклятье. Шепот ведьм,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",302.985,/raDMchyq3dJMqso2TVh75A123Xb.jpg,2024-06-13,Whisper of the Witch,False,6.1,15
False,/edV2rFi8lZkPH0HwqG9NttxmOAA.jpg,"[28, 53, 27, 878]",726139,ko,탈출: 프로젝트 사일런스,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",301.187,/fttoFfKikQMwIoV3UVvlCvBhbUw.jpg,2024-07-11,Project Silence,False,7.1,276
False,/rRBD8ORo9y34tYkAQJVbn4Ml6tu.jpg,"[878, 12]",693134,en,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",281.334,/6izwz7rsy95ARzTR3poZ8H6c5pp.jpg,2024-02-27,Dune: Part Two,False,8.154,5906
False,/iHYh4cdO8ylA3W0dUxTDVdyJ5G9.jpg,"[878, 12, 28]",653346,en,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",278.308,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,2024-05-08,Kingdom of the Planet of the Apes,False,7.1,3394
False,/dzY2ZYyPRbXcw8UOupHK3V5VQYk.jpg,[10749],259872,nl,Des jours plus belles que la nuit,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",309.281,/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,2010-02-19,Skin. Like. Sun.,False,6.3,24
False,/sv3clpwOSSZO1c8i9uX4zig6Lzz.jpg,"[53, 80, 9648, 28]",1252470,hi,सिकंदर का मुकद्दर,"After an unsolved diamond heist, a hard-nosed cop’s pursuit of his key suspect turns into obsession, until they finally face each other — and the truth.",304.675,/eWUh4rgxtgypgnOa6uGMnUt01ux.jpg,2024-11-29,Sikandar Ka Muqaddar,False,5.8,18
False,/y6uJ11Q1O7k5cJlVuqUBkrQEdUn.jpg,"[16, 12, 35, 10751]",1154304,es,Buffalo Kids,"Mary and Tom are parentless Irish siblings who arrive in New York City via ocean liner in 1886 and quickly find themselves on a wild, cross-country journey aboard a transcontinental ""Orphan Train"" where they meet an extraordinary new friend who will change their lives forever.",281.092,/nRWiUth8Cr5bG9AQkDZHoAS25CW.jpg,2024-08-14,Buffalo Kids,False,6.9,15
False,/1FBHAQnq7Bs3djBmaNkfdVbnCUE.jpg,"[28, 53]",1124641,en,Classified,"Operating alone in the field for more than 20 years, a CIA hitman uses the ""Help Wanted"" section of the newspapers to get his orders from the Agency. His long-lost daughter, now a UK MI6 analyst, tracks him down to deliver shocking news: his CIA boss has been dead for years and the division long since shut down. Together, they set out to discover whose orders he's been executing.",286.851,/o5zHDxx9aGtg0bK9gVghik8ohYb.jpg,2024-09-19,Classified,False,5.9,104
False,/co7oxvpWxgd6FZU24DnljDDHYQA.jpg,"[878, 53]",1064028,en,Subservience,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",364.413,/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,2024-08-15,Subservience,False,6.8,493
False,/r4Xn4eWOyxye8m3dR80I8TPhfE5.jpg,"[28, 80, 18]",1326059,es,Pimpinero: Sangre y gasolina,"When Juan, a young gasoline smuggler, is forced to work for a mysterious organization in the desert bordering Colombia and Venezuela, his girlfriend Diana embarks on a journey to uncover the secrets that inhabit this no-man’s-land.",310.064,/kukotsflOSVGXQezuXohj41dbfL.jpg,2024-10-10,Pimpinero: Blood and Oil,False,7.3,45
False,/88J3AZ8R5U4JZqE9luHyR8bhsyz.jpg,"[27, 53, 35, 9648]",942890,en,House of Darkness,"Driving home to her secluded estate after meeting at a local bar, a player out to score thinks his beautiful, mysterious date will be another casual hook-up. While getting acquainted, their flirtation turns playful, sexy and sinister. Hoping to get lucky, his luck may have just run out.",275.505,/1udlXpDFZ4Rc52cX4jmYlOzQecH.jpg,2022-09-09,House of Darkness,False,4.9,104
False,/ndJXVOtLvw0IBTudXOaEPKvygMs.jpg,[35],1087421,es,Odio el verano,"Due to a rental mistake, three families are forced to share a house in the Canary Islands, leading to chaotic and humorous situations as they try to live together.",230.554,/jc5or9heMIJlhMsOZdqYyks6jCk.jpg,2024-08-23,Odio el verano,False,5.8,17
False,/kYgQzzjNis5jJalYtIHgrom0gOx.jpg,"[16, 10751, 14, 28]",1011985,en,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",283.457,/nqXsAaQsKw2gKpkfhIgjXNDRqg7.jpg,2024-03-02,Kung Fu Panda 4,False,7.1,2811
False,/vSBnSdEllJPMBniDh1eSqNHS5Mk.jpg,"[28, 53]",1331375,en,Dominique,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",274.704,/jvug7Esd89yNLJwGvUfeQ9j69cE.jpg,2024-10-11,Dominique,False,7.467,90
False,/zBG5Mg29NH9xxpWMMG7BIvKwYhL.jpg,"[10749, 18]",829557,pl,365 dni: Ten dzień,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",270.913,/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,2022-04-26,365 Days: This Day,False,5.872,1560
False,/gfKyc5ae68t5Pgf587uo25qeX0f.jpg,[16],1181863,en,Animal Adventures: Save The Forest,"""Animal Adventures: Save The Forest"" portrays Softie and her friends as they fight to save their home from a garbage invasion by an automated factory. This 3D animated film highlights adventure, friendship, and environmental protection.",391.927,/7d3MDFMyn7CwoTP1lozZLbgN0EV.jpg,2024-01-15,Animal Adventures: Save The Forest,False,9.8,8
False,/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,"[28, 80, 53]",385687,en,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",263.478,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,2023-05-17,Fast X,False,7.069,5664
False,/503LUrI9juBk1rktOPzxyMUTDEu.jpg,"[28, 14, 27]",957452,en,The Crow,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",293.268,/g8TbOXrNMuqq7AaKqdvqS2oG4ob.jpg,2024-08-21,The Crow,False,5.855,859
False,/1wP1phHo2CROOqzv7Azs0MT5esU.jpg,"[16, 35, 10751, 12, 28]",748783,en,The Garfield Movie,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",272.17,/xYduFGuch9OwbCOEUiamml18ZoB.jpg,2024-04-30,The Garfield Movie,False,7.116,1142
False,/3kbWZFgcCx4YbKkKHvJDGh6ebsH.jpg,"[16, 35]",1399914,en,The Simpsons: O C'mon All Ye Faithful,The residents of Springfield search for Christmas cheer.,248.333,/9veQs3Kiew5e6M9tixzi0Vj13Yb.jpg,2024-12-16,The Simpsons: O C'mon All Ye Faithful,False,6.7,60
False,/n4ycOGj2tRLfINTJQ3wl0vNYqpR.jpg,"[16, 14, 10751, 12, 35]",592983,en,Spellbound,"When a powerful spell turns her parents into giant monsters, a teenage princess must journey into the wild to reverse the curse before it's too late.",294.704,/4dSrwXJNKtMtlkwJPgZMkjjuHvD.jpg,2024-11-22,Spellbound,False,6.8,190
False,/en3GU5uGkKaYmSyetHV4csHHiH3.jpg,"[10752, 28, 18]",929590,en,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",251.836,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,False,6.887,3036
False,/9Rhs8yzMTtAcOUvJXqUg7kzljb7.jpg,"[16, 10751, 35]",1371727,en,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",245.447,/i77OInTKcrnRlAozFOaB6D5mk15.jpg,2024-10-15,Sing: Thriller,False,7.256,131
False,/3C3LTPEdkH0la3LMbCEgMXzMHlh.jpg,"[80, 53, 28]",1047373,en,The Silent Hour,"While working a case as an interpreter, a hearing-impaired police detective must confront a group of criminals trying to eliminate a deaf murder witness in her apartment building.",247.385,/j736cRzBtEPCm0nHnpRN1prqiqj.jpg,2024-10-03,The Silent Hour,False,6.642,113
False,/hZO8nzK3MNPEyKtJSCGhLng4dEj.jpg,"[35, 10751]",1147114,fr,Un Noël en famille,"It’s Christmas! Small-town mayoress Carole helps the inhabitants of her municipality with the festivities while her devoted husband Alain organises the Christ- mas Eve celebrations at home. The kids arrive, and soon all hopes of a peaceful Christmas melt away as the family traditions are challenged. Wine is okay but only if it’s natural, Christmas decorations must remain unlit and no more foie gras for Alain... On earth as well as around the table, climate is warming up while everybody’s waiting for the big news that the eldest daughter is supposed to announce.",169.65,/7pVykyIuGIfikETG3pMSWyqz3Zs.jpg,2024-11-14,Christmas Carole,False,5.7,3
False,/5tqkP8NNWdteskVBYPRXE6h82ts.jpg,[18],592695,sv,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",236.199,/7Z2K08J0WantJHNa0vLTOmii41l.jpg,2021-10-08,Pleasure,False,6.221,566
